$Lewiston qdt year 2016 YC 06/21/22,
114.958,6.2004003
115,-1.974572533
115.042,3.183241633
115.083,1.827848633
115.125,1.982121733
115.167,4.926338233
115.208,-0.724603
115.25,5.075903067
115.292,-1.4066879
115.333,4.148281633
115.375,1.7433687
115.417,8.545764433
115.458,-5.139536067
115.5,34.43998843
115.542,9.827083467
115.583,-6.92585707
115.625,-6.01801817
115.667,-3.05041567
115.708,4.4969578
115.75,-5.769054867
115.792,-4.229254233
115.833,5.952517267
115.875,-28.615402
115.917,-6.5049536
115.958,-9.860562367
116,-9.85079177
116.042,2.156417633
116.083,-4.4035152
116.125,1.903095067
116.167,-5.629579867
116.208,29.2375018
116.25,6.481055433
116.292,-0.910789333
116.333,6.789697767
116.375,1.025352033
116.417,-4.8593695
116.458,-1.391025567
116.5,-0.3778416
116.542,13.09381593
116.583,2.605375433
116.625,21.70631337
116.667,-7.788994967
116.708,12.4488311
116.75,-0.523118133
116.792,-1.179086233
116.833,5.9719875
116.875,-35.4294727
116.917,-0.1608127
116.958,0.6734089
117,-1.7357323
117.042,-0.758581567
117.083,5.931567967
117.125,-2.3729761
117.167,2.164296533
117.208,23.4232976
117.25,12.89489387
117.292,1.4951678
117.333,1.291534767
117.375,-1.681706567
117.417,-8.476573133
117.458,-8.0804238
117.5,0.935150933
117.542,-5.092231167
117.583,-2.483584667
117.625,-3.782256367
117.667,0.373690567
117.708,-6.0984762
117.75,3.603571733
117.792,-3.600409867
117.833,-12.55705173
117.875,3.633713433
117.917,5.378967
117.958,-0.9167104
118,8.0631357
118.042,5.0090067
118.083,8.99065383
118.125,-0.715545233
118.167,13.58902023
118.208,12.74103343
118.25,3.5258481
118.292,8.121282
118.333,3.4666487
118.375,1.927478167
118.417,4.0275145
118.458,4.1503688
118.5,1.324814367
118.542,5.271695133
118.583,7.508220467
118.625,0.354493
118.667,3.745999867
118.708,6.773621033
118.75,1.118072867
118.792,2.050987
118.833,1.6983554
118.875,2.3761327
118.917,1.1549307
118.958,-19.14069337
119,-6.41567517
119.042,8.7983283
119.083,-1.474335633
119.125,10.46201047
119.167,8.854949
119.208,21.8180808
119.25,34.07129623
119.292,4.345481167
119.333,-7.463023867
119.375,-2.430986267
119.417,5.289926767
119.458,1.713445967
119.5,0.819778667
119.542,2.386805167
119.583,-6.488649633
119.625,4.643898467
119.667,6.338289367
119.708,-0.647948367
119.75,15.2278415
119.792,2.751604733
119.833,-14.64037877
119.875,2.259907467
119.917,-16.6949194
119.958,-7.85628583
120,0.046338967
120.042,3.493429533
120.083,4.436154
120.125,3.7292713
120.167,0.1075454
120.208,15.18850323
120.25,13.37586967
120.292,11.3627069
120.333,-2.322274233
120.375,4.065160933
120.417,5.339113967
120.458,2.046086333
120.5,-6.301601367
120.542,-16.31708113
120.583,2.190657867
120.625,4.511300167
120.667,1.867276867
120.708,15.979337
120.75,9.3900514
120.792,3.73497
120.833,6.537463467
120.875,-32.8743955
120.917,-25.89156297
120.958,-9.059114367
121,11.94893613
121.042,10.43003227
121.083,-1.451263267
121.125,4.788188533
121.167,11.69383603
121.208,3.568248233
121.25,5.724232567
121.292,22.99765263
121.333,8.0756016
121.375,22.1885385
121.417,-5.8903476
121.458,-1.9389613
121.5,5.253803633
121.542,-0.332614733
121.583,9.302720767
121.625,-9.4379246
121.667,4.758518433
121.708,18.08767917
121.75,6.099778
121.792,-0.8712689
121.833,11.03958837
121.875,-21.01930037
121.917,-25.29172033
121.958,-4.074148833
122,19.5649771
122.042,6.8714469
122.083,4.562839933
122.125,2.036040733
122.167,0.759586767
122.208,11.2369454
122.25,7.132242
122.292,9.95185563
122.333,5.905932033
122.375,4.557001567
122.417,-0.804826367
122.458,5.128951667
122.5,12.75204353
122.542,1.089875067
122.583,0.972882867
122.625,-16.73285923
122.667,-15.15412803
122.708,-25.00717043
122.75,-21.8920174
122.792,-21.12080193
122.833,-10.68431967
122.875,-29.88400127
122.917,-27.98638737
122.958,-47.1772385
123,-29.82805717
123.042,-37.7821996
123.083,-29.0502005
123.125,-31.6788573
123.167,-37.42756067
123.208,-13.89828403
123.25,-19.82398423
123.292,-16.2531063
123.333,-20.6100146
123.375,-21.4461094
123.417,1.372648467
123.458,4.3086278
123.5,4.631751833
123.542,10.87603717
123.583,6.418303867
123.625,-3.714900467
123.667,4.501865
123.708,19.99111413
123.75,9.418153667
123.792,2.530293533
123.833,2.085546133
123.875,-15.78330303
123.917,-21.80228003
123.958,-13.98577757
124,17.07187837
124.042,1.540264333
124.083,8.264608067
124.125,2.402534633
124.167,8.5041996
124.208,2.372564567
124.25,7.267249633
124.292,2.114428
124.333,7.166381433
124.375,1.436421467
124.417,1.543228267
124.458,6.0060037
124.5,5.191411333
124.542,4.820632333
124.583,-10.89374677
124.625,8.1049957
124.667,19.2829877
124.708,-7.900613167
124.75,-1.474437267
124.792,-25.75248313
124.833,-6.876171467
124.875,-2.2523877
124.917,6.897909733
124.958,-14.62007147
125,-7.5181851
125.042,-3.19018373
125.083,9.0472376
125.125,7.422280633
125.167,22.55898397
125.208,26.256159
125.25,21.85821997
125.292,-5.5186983
125.333,-9.394030433
125.375,15.14790003
125.417,-12.30561823
125.458,6.269691833
125.5,9.140680433
125.542,7.392556
125.583,9.537588367
125.625,10.6243352
125.667,9.6018197
125.708,4.218763733
125.75,0.929065633
125.792,0.792036367
125.833,3.117387433
125.875,-11.89449193
125.917,-17.54079717
125.958,-14.35053233
126,2.4501913
126.042,7.144153133
126.083,7.717325733
126.125,9.187879033
126.167,5.616400233
126.208,11.67889087
126.25,14.67349953
126.292,5.531524733
126.333,1.460106833
126.375,2.773672333
126.417,1.195884633
126.458,11.15566217
126.5,22.14197267
126.542,14.6468594
126.583,-8.345665833
126.625,-12.01820433
126.667,-8.626199567
126.708,-0.505481033
126.75,-9.54362167
126.792,-3.221161367
126.833,4.883747933
126.875,-8.8978344
126.917,-9.1781136
126.958,6.83402417
127,9.813730367
127.042,10.1674744
127.083,6.1156961
127.125,3.5966979
127.167,3.8932793
127.208,0.869351733
127.25,-3.754176567
127.292,-9.799856633
127.333,7.64406797
127.375,18.92553783
127.417,15.2511501
127.458,8.942033767
127.5,7.671635433
127.542,0.6410147
127.583,9.45543563
127.625,5.8757012
127.667,0.9747303
127.708,11.8389254
127.75,4.164445633
127.792,-0.0503488
127.833,7.4116276
127.875,7.312561833
127.917,5.179214933
127.958,-2.291752133
128,-8.999530967
128.042,-0.403541833
128.083,11.13659107
128.125,0.105495033
128.167,1.198117267
128.208,13.67270957
128.25,8.420956233
128.292,11.45321757
128.333,-4.0900476
128.375,5.241699067
128.417,-7.0271103
128.458,6.508984667
128.5,-7.3063835
128.542,3.806222033
128.583,-0.5854112
128.625,-7.050215833
128.667,-3.879371533
128.708,-21.18946563
128.75,-11.2444673
128.792,-22.35251943
128.833,5.77750787
128.875,4.860521133
128.917,5.061108667
128.958,7.1643674
129,1.512785967
129.042,3.048462667
129.083,0.616077133
129.125,2.049168733
129.167,4.076337867
129.208,-7.32416783
129.25,-7.665623767
129.292,-2.371567333
129.333,-6.38838347
129.375,-12.35982553
129.417,8.929453633
129.458,-14.8680883
129.5,10.5132516
129.542,37.6368832
129.583,8.27071203
129.625,-10.4998015
129.667,-0.137841867
129.708,26.72684017
129.75,14.07248413
129.792,-7.473567667
129.833,18.09403947
129.875,3.331930567
129.917,2.425676767
129.958,4.159755267
130,0.969977267
130.042,4.515678767
130.083,5.316259867
130.125,2.069987033
130.167,-3.825827967
130.208,-17.3521041
130.25,-5.0283677
130.292,-14.20569087
130.333,-0.05424667
130.375,22.56885923
130.417,36.89817113
130.458,17.58273783
130.5,48.55555433
130.542,37.08683593
130.583,17.00528067
130.625,12.87249527
130.667,12.67405803
130.708,6.26021513
130.75,15.99041423
130.792,15.2882884
130.833,14.2959711
130.875,10.9756563
130.917,17.7390068
130.958,18.4809647
131,12.00592377
131.042,9.4680603
131.083,16.15157103
131.125,22.81007487
131.167,18.1454158
131.208,19.2011929
131.25,10.17880257
131.292,27.6339353
131.333,15.46826323
131.375,2.593872467
131.417,5.45731693
131.458,24.37846013
131.5,50.25864117
131.542,56.5269517
131.583,56.89357763
131.625,48.48481533
131.667,72.11388523
131.708,72.16602213
131.75,20.66066797
131.792,1.84747263
131.833,15.0266431
131.875,-7.395674133
131.917,10.13261327
131.958,0.489018567
132,-13.46003107
132.042,-20.53999617
132.083,-4.015124233
132.125,5.9171738
132.167,4.992319933
132.208,0.016037167
132.25,9.986058133
132.292,3.733737467
132.333,9.903725
132.375,0.678314367
132.417,-14.8056762
132.458,-0.8264996
132.5,1.00809037
132.542,-6.8940697
132.583,41.82241013
132.625,25.99426847
132.667,14.61502637
132.708,19.47400643
132.75,18.09891467
132.792,9.991640833
132.833,10.32961977
132.875,14.99297163
132.917,10.638559
132.958,7.666233133
133,7.593065467
133.042,6.324866967
133.083,5.654156667
133.125,4.605690067
133.167,10.13879303
133.208,17.34672213
133.25,6.726801833
133.292,3.513839533
133.333,15.8744342
133.375,5.2521751
133.417,-17.58268847
133.458,17.83257097
133.5,-0.3801553
133.542,19.70727573
133.583,5.582570633
133.625,2.023041033
133.667,8.1423722
133.708,-5.469294867
133.75,3.4128752
133.792,1.760707333
133.833,5.067345533
133.875,-0.393047367
133.917,6.815752067
133.958,-5.009346933
134,-9.446360133
134.042,-1.454100633
134.083,7.83509747
134.125,-3.420831067
134.167,6.690047
134.208,-21.35735727
134.25,11.23264933
134.292,-11.925319
134.333,19.01826643
134.375,91.0973264
134.417,88.80332541
134.458,-4.2041982
134.5,0.99051382
134.542,12.48646068
134.583,12.52386682
134.625,12.12417864
134.667,-14.50953591
134.708,11.90649251
134.75,12.94504967
134.792,12.86376345
134.833,16.4103186
134.875,14.83391291
134.917,11.92865349
134.958,7.6685182
135,9.25886768
135.042,7.1102352
135.083,10.97141153
135.125,14.39849674
135.167,14.55864319
135.208,13.42671738
135.25,16.46666706
135.292,18.18106103
135.333,11.97642464
135.375,11.70036898
135.417,12.46768632
135.458,17.22561357
135.5,5.14141126
135.542,7.75826004
135.583,-14.66984413
135.625,7.5149209
135.667,12.28031897
135.708,10.02491557
135.75,12.8587012
135.792,6.407479967
135.833,9.93245033
135.875,13.02208247
135.917,16.78471257
135.958,12.45012263
136,9.599100033
136.042,14.11257207
136.083,5.187040833
136.125,16.7742345
136.167,19.5698807
136.208,0.2847118
136.25,23.33265483
136.292,-5.2505874
136.333,-5.51537383
136.375,0.55874903
136.417,18.16495987
136.458,13.65082507
136.5,20.4546598
136.542,10.59399227
136.583,8.72899707
136.625,10.20278433
136.667,14.53640477
136.708,10.40363507
136.75,8.678950967
136.792,4.364235933
136.833,9.7835624
136.875,6.853023067
136.917,8.2388241
136.958,7.6733327
137,5.555909967
137.042,8.6590017
137.083,5.958483467
137.125,5.176665067
137.167,11.30132947
137.208,18.81686363
137.25,9.38501387
137.292,7.2709465
137.333,11.6977006
137.375,-12.84883443
137.417,-3.97294253
137.458,16.00439327
137.5,5.515188133
137.542,18.13903983
137.583,10.42465827
137.625,-1.021597033
137.667,6.0938729
137.708,16.67975467
137.75,2.4530421
137.792,7.769533333
137.833,1.014527833
137.875,0.801622133
137.917,-0.365619467
137.958,6.262704067
138,-1.7735864
138.042,6.898010267
138.083,-2.012452467
138.125,-3.008517867
138.167,8.4971623
138.208,27.5744856
138.25,-26.2891776
138.292,-5.70613473
138.333,5.09590987
138.375,14.45990143
138.417,4.64178153
138.458,11.64259323
138.5,8.498584067
138.542,4.292224233
138.583,7.6631264
138.625,3.833383767
138.667,3.376933667
138.708,1.999998267
138.75,3.694995267
138.792,4.316295267
138.833,3.846543867
138.875,2.712491267
138.917,2.059214367
138.958,5.489015367
139,4.206671367
139.042,4.377181667
139.083,0.727804433
139.125,1.7172434
139.167,5.532909133
139.208,2.144908533
139.25,8.8646561
139.292,3.300438167
139.333,3.663435467
139.375,5.5838612
139.417,6.9662749
139.458,7.1129798
139.5,-4.095688433
139.542,9.350645
139.583,0.445258433
139.625,3.746884667
139.667,6.731239567
139.708,-1.432164133
139.75,2.809489767
139.792,5.610221567
139.833,5.792647367
139.875,3.272472967
139.917,6.2792491
139.958,-7.13858433
140,-13.49645777
140.042,3.77126363
140.083,8.58769803
140.125,15.76492523
140.167,10.26240553
140.208,4.0962379
140.25,32.4428649
140.292,19.77563293
140.333,14.34064463
140.375,7.51336633
140.417,11.67712453
140.458,0.070202133
140.5,-0.666619467
140.542,-20.41948507
140.583,26.89638223
140.625,7.1262507
140.667,3.691639567
140.708,7.4036837
140.75,5.304635833
140.792,-2.637616067
140.833,6.011072133
140.875,-5.370623433
140.917,-3.834822667
140.958,1.940119733
141,12.6825526
141.042,14.34285743
141.083,9.690170533
141.125,-4.471285367
141.167,12.56163123
141.208,12.01237017
141.25,3.656748967
141.292,-1.517540667
141.333,6.047071067
141.375,-6.634538467
141.417,0.255539
141.458,2.8644837
141.5,3.8588633
141.542,4.7328424
141.583,3.4115072
141.625,4.453241433
141.667,1.073154967
141.708,4.5086855
141.75,6.502651033
141.792,3.3108831
141.833,-3.619461767
141.875,-1.516491167
141.917,11.12950123
141.958,10.057298
142,4.5970061
142.042,6.866300033
142.083,1.7767097
142.125,2.6962951
142.167,0.6584468
142.208,5.947190833
142.25,0.5918645
142.292,3.996080633
142.333,3.9015293
142.375,3.5732493
142.417,5.222672733
142.458,5.596489
142.5,2.943266433
142.542,-0.9117047
142.583,2.262946733
142.625,3.272191333
142.667,9.952438167
142.708,-0.2619288
142.75,8.107834533
142.792,0.394502
142.833,6.166117633
142.875,0.4232086
142.917,0.5304353
142.958,5.470953833
143,0.9239217
143.042,3.4425673
143.083,2.832636
143.125,5.660062233
143.167,7.672508267
143.208,3.901646933
143.25,11.0493853
143.292,7.232959867
143.333,10.4973642
143.375,9.3211188
143.417,8.9916215
143.458,6.043405667
143.5,10.3745199
143.542,-1.3594565
143.583,2.7233464
143.625,-2.132676167
143.667,8.360605133
143.708,0.6557581
143.75,2.106175967
143.792,6.016848467
143.833,4.329757167
143.875,5.4277746
143.917,5.0063861
143.958,2.286693967
144,2.6028559
144.042,0.829879067
144.083,4.3837778
144.125,1.286581567
144.167,1.870338467
144.208,1.072482767
144.25,2.6624019
144.292,-1.970617033
144.333,8.854090667
144.375,4.675742833
144.417,5.058466533
144.458,-2.3337061
144.5,5.088479633
144.542,10.69456933
144.583,-7.5257708
144.625,3.0171326
144.667,2.075355633
144.708,4.071191067
144.75,7.02378807
144.792,-0.490934467
144.833,3.904310367
144.875,4.004246367
144.917,4.255772467
144.958,1.236298333
145,4.134274067
145.042,2.784006167
145.083,4.560341167
145.125,0.937264133
145.167,4.763094167
145.208,6.878881
145.25,4.4600374
145.292,4.0089682
145.333,2.7414755
145.375,7.609496767
145.417,6.574615467
145.458,4.7737584
145.5,3.9339886
145.542,-1.150548567
145.583,2.808343533
145.625,8.043266067
145.667,3.334766067
145.708,-1.5491894
145.75,6.003527933
145.792,11.62318873
145.833,3.2206831
145.875,4.3373515
145.917,3.142376
145.958,5.3862626
146,2.468128
146.042,4.1670452
146.083,4.042926
146.125,4.5342987
146.167,3.3898278
146.208,7.614643767
146.25,4.960861833
146.292,1.959776067
146.333,2.779547067
146.375,5.043840267
146.417,4.804287467
146.458,-7.086058567
146.5,2.382274633
146.542,6.8309636
146.583,7.920406
146.625,9.444750233
146.667,8.590927267
146.708,2.896822967
146.75,1.006505267
146.792,4.292907
146.833,3.1450433
146.875,1.913660967
146.917,2.269780567
146.958,4.610008433
147,-3.728480333
147.042,-0.119083067
147.083,-0.276087867
147.125,5.237554133
147.167,4.5984105
147.208,-0.811977267
147.25,5.254135633
147.292,6.081131733
147.333,3.062051133
147.375,5.386320533
147.417,2.764298033
147.458,5.093626167
147.5,5.020783633
147.542,3.654199133
147.583,1.174462833
147.625,7.7116085
147.667,6.7760504
147.708,-0.018673433
147.75,7.995811133
147.792,3.1460827
147.833,4.587687033
147.875,0.1983128
147.917,6.258634333
147.958,1.298872633
148,-3.409332267
148.042,-7.9872006
148.083,7.1720871
148.125,2.8731245
148.167,24.1240781
148.208,15.78933977
148.25,13.0223029
148.292,-5.8566795
148.333,0.9817938
148.375,3.9031548
148.417,-1.997595933
148.458,4.1075667
148.5,5.6246066
148.542,2.5032505
148.583,3.0967624
148.625,5.3412698
148.667,1.140288067
148.708,-0.658120133
148.75,0.8328816
148.792,4.2402271
148.833,5.513341
148.875,-4.066002633
148.917,-6.555409433
148.958,10.44535837
149,12.1086868
149.042,8.1508746
149.083,-2.183200333
149.125,4.6932382
149.167,1.293043867
149.208,2.405370367
149.25,3.700774267
149.292,3.8360998
149.333,1.3689401
149.375,2.1891759
149.417,1.8005877
149.458,3.7875243
149.5,3.285397367
149.542,3.588091067
149.583,6.895401033
149.625,4.807814433
149.667,3.594743267
149.708,7.101274767
149.75,3.851707267
149.792,4.207902367
149.833,1.896443533
149.875,-31.32168503
149.917,47.18688187
149.958,-9.270404167
150,-4.674845767
150.042,5.599330533
150.083,0.8232958
150.125,7.190450233
150.167,3.138183933
150.208,9.50435973
150.25,9.189641967
150.292,6.040920667
150.333,-0.377306133
150.375,1.651846667
150.417,2.862431867
150.458,2.525965167
150.5,4.540933067
150.542,2.861812133
150.583,-2.4428345
150.625,-8.57654057
150.667,-30.92582327
150.708,48.87187883
150.75,-1.901112833
150.792,-5.660732833
150.833,10.64708567
150.875,1.5828369
150.917,-0.0645079
150.958,-2.446106633
151,5.870821
151.042,4.250964567
151.083,1.922650967
151.125,6.9775474
151.167,4.6450502
151.208,8.978866867
151.25,13.33728527
151.292,8.089364367
151.333,2.054584167
151.375,-0.134868867
151.417,2.880875867
151.458,3.860888067
151.5,3.637332367
151.542,3.775043867
151.583,5.165477067
151.625,1.024877433
151.667,3.630479267
151.708,0.9264932
151.75,-9.8587613
151.792,-8.1283058
151.833,29.3300834
151.875,5.619252767
151.917,12.09465427
151.958,-5.363801667
152,-1.7400938
152.042,-1.906496633
152.083,4.907092067
152.125,8.310653433
152.167,-1.202166067
152.208,12.21743337
152.25,13.77433433
152.292,11.4240545
152.333,4.324219467
152.375,0.994116033
152.417,3.593908133
152.458,1.666262933
152.5,2.029034833
152.542,4.495155533
152.583,2.970932233
152.625,0.0071979
152.667,-8.38053647
152.708,-2.7716541
152.75,-0.0132827
152.792,2.816819
152.833,12.0299919
152.875,16.39743017
152.917,13.4049861
152.958,-0.151182433
153,1.8159761
153.042,1.865769467
153.083,-0.251628833
153.125,4.5612438
153.167,3.7608266
153.208,6.214943433
153.25,4.607505633
153.292,2.450282333
153.333,0.7499425
153.375,6.421602233
153.417,-0.1009636
153.458,4.927100933
153.5,0.1157778
153.542,-21.4152309
153.583,-5.71716213
153.625,7.47403853
153.667,-5.11227257
153.708,-2.350775267
153.75,32.6929664
153.792,74.371035
153.833,3.89305127
153.875,-2.2422893
153.917,0.609288933
153.958,2.392637367
154,-7.151114367
154.042,7.08489393
154.083,-5.455564
154.125,0.735959533
154.167,4.061456033
154.208,3.613014633
154.25,2.289486
154.292,-11.27236823
154.333,-11.72509983
154.375,-1.3572176
154.417,11.0788588
154.458,18.09756103
154.5,18.75357163
154.542,-11.98443623
154.583,6.90682067
154.625,6.05114577
154.667,-19.12277437
154.708,-1.998254033
154.75,4.767030167
154.792,9.0173065
154.833,1.8881646
154.875,22.62335903
154.917,12.2828593
154.958,2.666485033
155,4.369032133
155.042,0.496831433
155.083,7.2000087
155.125,5.986372667
155.167,2.007992467
155.208,5.3158307
155.25,1.5725618
155.292,2.1201217
155.333,1.022197467
155.375,2.3694042
155.417,0.362539167
155.458,4.9055633
155.5,-0.987509667
155.542,-19.3550421
155.583,1.16851287
155.625,-9.024250633
155.667,6.79888883
155.708,13.65663993
155.75,22.5338819
155.792,30.27578873
155.833,6.8516137
155.875,9.1195011
155.917,11.08288953
155.958,-7.163184867
156,7.7098425
156.042,1.7394324
156.083,6.132246133
156.125,2.548433267
156.167,2.0740648
156.208,5.075808633
156.25,0.9410647
156.292,0.8169024
156.333,3.4932466
156.375,4.5588511
156.417,0.407008567
156.458,6.0741639
156.5,2.3910618
156.542,2.747323
156.583,5.325695733
156.625,1.7297483
156.667,3.0758424
156.708,-7.6695244
156.75,0.686069167
156.792,2.866827533
156.833,17.30409263
156.875,4.344313867
156.917,11.12874963
156.958,1.737322067
157,-6.450099033
157.042,8.786752233
157.083,-0.0850925
157.125,9.968943467
157.167,-6.8567495
157.208,-8.9923378
157.25,34.16622253
157.292,2.199584033
157.333,-2.118526033
157.375,4.15678
157.417,0.807436667
157.458,2.5311371
157.5,-2.024083933
157.542,-13.79082107
157.583,-4.097545867
157.625,-5.620367567
157.667,-12.07747027
157.708,-16.83487547
157.75,13.9107944
157.792,11.66431527
157.833,42.36703017
157.875,57.29691427
157.917,-6.6304393
157.958,0.933130767
158,17.20269773
158.042,-1.722321633
158.083,-3.030791367
158.125,5.534122367
158.167,3.201834767
158.208,0.513513267
158.25,6.1221286
158.292,1.883686067
158.333,1.887540567
158.375,2.544525367
158.417,2.531800467
158.458,10.9527467
158.5,12.4847815
158.542,-23.30997243
158.583,5.99946163
158.625,-27.825492
158.667,14.76660527
158.708,4.721103267
158.75,11.03607673
158.792,6.756343533
158.833,4.503380767
158.875,24.87325537
158.917,-8.715709833
158.958,5.964030533
159,4.249920233
159.042,2.2194024
159.083,0.0187105
159.125,6.979108133
159.167,4.717446933
159.208,11.28939017
159.25,11.8011278
159.292,11.79034817
159.333,-1.278027967
159.375,-2.860829367
159.417,3.447904333
159.458,-2.708853033
159.5,-0.955894133
159.542,-21.24786847
159.583,-7.933270667
159.625,-4.3452128
159.667,1.862300267
159.708,3.317089067
159.75,6.6269387
159.792,8.7568459
159.833,4.014976733
159.875,21.76440647
159.917,9.652032267
159.958,-1.477865333
160,10.7743481
160.042,1.631799167
160.083,0.858016067
160.125,2.789585167
160.167,6.274733167
160.208,4.7392006
160.25,7.786049567
160.292,10.3722509
160.333,2.1695922
160.375,10.88102457
160.417,-1.4975147
160.458,14.35179703
160.5,-0.48425797
160.542,-17.18629973
160.583,-3.350683767
160.625,-5.761341333
160.667,-2.028708167
160.708,10.0663674
160.75,-0.574887733
160.792,8.053919633
160.833,6.135585467
160.875,21.96461537
160.917,6.692287733
160.958,9.621663233
161,5.275474233
161.042,0.726945833
161.083,-1.8426516
161.125,0.083410633
161.167,6.671841667
161.208,0.851536467
161.25,9.310275
161.292,-16.39298013
161.333,-15.5743532
161.375,-3.137676833
161.417,12.20089657
161.458,8.813386933
161.5,1.5108555
161.542,7.417071333
161.583,0.748212133
161.625,-0.2714901
161.667,9.157622667
161.708,-13.55211217
161.75,-10.45601873
161.792,8.92939737
161.833,3.85537637
161.875,57.5527346
161.917,11.85746873
161.958,10.75834383
162,9.205525967
162.042,8.933110433
162.083,-4.9938514
162.125,5.349380933
162.167,8.279569033
162.208,0.7446882
162.25,3.943696733
162.292,0.0682114
162.333,4.229036233
162.375,0.8174686
162.417,1.6960889
162.458,7.888037533
162.5,-0.52654897
162.542,-54.76049957
162.583,-0.32018297
162.625,-4.271339233
162.667,-6.311890333
162.708,13.31636647
162.75,21.17026527
162.792,-6.376081433
162.833,46.27841587
162.875,27.29003293
162.917,6.26665897
162.958,8.849578967
163,-5.049216533
163.042,2.454546967
163.083,3.592621267
163.125,3.746691467
163.167,0.009781533
163.208,2.480409467
163.25,0.744101133
163.292,3.358542267
163.333,1.314764467
163.375,2.642863467
163.417,1.099039567
163.458,3.82404413
163.5,15.72297333
163.542,8.4360367
163.583,-55.78173467
163.625,-19.33525737
163.667,-7.7358154
163.708,1.7037611
163.75,3.285222367
163.792,4.080908033
163.833,61.4034057
163.875,21.95032357
163.917,5.2121385
163.958,2.463034733
164,3.20478507
164.042,-3.6325404
164.083,-0.939768233
164.125,8.489366933
164.167,2.454413667
164.208,7.10055516
164.25,11.07355516
164.292,14.32655516
164.333,6.093062133
164.375,5.650830567
164.417,2.581141933
164.458,-4.519678367
164.5,-4.647994967
164.542,-8.2037833
164.583,4.044428433
164.625,-43.12818267
164.667,-11.8342716
164.708,-1.94935357
164.75,3.730289933
164.792,0.9464325
164.833,2.4738437
164.875,67.09414997
164.917,16.7109738
164.958,-1.95837303
165,3.75641737
165.042,-14.6135391
165.083,4.236969233
165.125,2.1821694
165.167,4.879165933
165.208,0.3517074
165.25,4.271531933
165.292,0.9985775
165.333,0.2099126
165.375,6.6258871
165.417,9.197842867
165.458,2.169359133
165.5,2.591226833
165.542,14.1713681
165.583,-6.68462847
165.625,-54.7033383
165.667,-1.0832441
165.708,-11.8987751
165.75,-4.880275333
165.792,-0.244594633
165.833,17.22711557
165.875,55.23308647
165.917,37.58025677
165.958,-3.81884837
166,7.3292819
166.042,-25.77413533
166.083,-7.8364821
166.125,13.19089163
166.167,10.6964145
166.208,2.374018467
166.25,1.480833367
166.292,7.952917767
166.333,7.566774667
166.375,1.308890967
166.417,5.4804686
166.458,3.5470871
166.5,5.52708137
166.542,16.3161916
166.583,0.855898967
166.625,1.441222867
166.667,-7.533907067
166.708,-33.781361
166.75,0.29328227
166.792,2.388206167
166.833,0.8716806
166.875,20.03776233
166.917,21.18441853
166.958,-34.17743753
167,-19.00281697
167.042,-6.699208233
167.083,26.9338329
167.125,5.543363733
167.167,-3.071114233
167.208,28.40192037
167.25,24.11378547
167.292,5.588646367
167.333,5.5795669
167.375,0.555971967
167.417,8.0193022
167.458,4.572669967
167.5,-13.01303427
167.542,20.75546313
167.583,-36.49737697
167.625,19.30834307
167.667,9.004077067
167.708,22.00889587
167.75,4.844595633
167.792,2.859880167
167.833,4.508322767
167.875,-27.1872909
167.917,-18.98805927
167.958,-6.0068113
168,6.88529397
168.042,2.471845333
168.083,4.172230833
168.125,7.501348833
168.167,-1.735206567
168.208,22.79617183
168.25,13.93995957
168.292,6.5866187
168.333,7.2524219
168.375,2.978999133
168.417,4.761225533
168.458,-1.6573253
168.5,4.498384733
168.542,-1.152363033
168.583,6.720214367
168.625,-4.3326282
168.667,12.63077423
168.708,1.47755967
168.75,-11.53095457
168.792,7.1538398
168.833,7.9347309
168.875,-13.73125503
168.917,-22.65339563
168.958,5.3053901
169,2.679214967
169.042,7.861796567
169.083,8.776620667
169.125,4.215335767
169.167,6.1230966
169.208,5.580658067
169.25,0.279920567
169.292,9.005047133
169.333,9.775282333
169.375,0.8879579
169.417,8.345231067
169.458,3.956470033
169.5,11.0751603
169.542,1.544020667
169.583,4.5368868
169.625,6.660337867
169.667,18.4429137
169.708,-11.87822583
169.75,8.674501467
169.792,1.253949533
169.833,0.577612167
169.875,17.63821173
169.917,-10.95014157
169.958,7.461813367
170,-1.196881667
170.042,9.010828467
170.083,-1.662840067
170.125,4.787643467
170.167,4.646215133
170.208,-0.522224967
170.25,-2.420206233
170.292,6.710154467
170.333,-0.105778467
170.375,1.699548433
170.417,5.207326367
170.458,-0.7679941
170.5,1.288335033
170.542,4.065319933
170.583,4.895579267
170.625,-0.272383567
170.667,11.4943713
170.708,-16.52430457
170.75,4.398159567
170.792,-3.295337133
170.833,6.147939933
170.875,0.825535967
170.917,-28.78702233
170.958,10.91790077
171,2.625238167
171.042,7.477719367
171.083,6.653840967
171.125,4.6564092
171.167,19.8469006
171.208,16.51680527
171.25,1.495801267
171.292,5.2328272
171.333,-1.0844013
171.375,2.308803
171.417,1.780302267
171.458,11.5430964
171.5,9.804791833
171.542,4.330778267
171.583,-1.500328233
171.625,2.466342867
171.667,-3.828673867
171.708,5.94655907
171.75,6.447288633
171.792,-3.0423766
171.833,8.338771967
171.875,-28.51227447
171.917,-28.55312763
171.958,-16.41921423
172,10.76681427
172.042,3.899653433
172.083,6.349408433
172.125,10.92715947
172.167,6.531797333
172.208,15.36006203
172.25,27.33120287
172.292,2.939079833
