"$Flow file for segment 109, flow allocation from historic 2016 WHI Run YC 08/14/2023",,,
",,,",,,
JDAY,WdamL,WdamU,Spill
92.667,1.629,4.017,0
92.708,2.482,3.164,0
92.750,1.96,3.686,0
92.792,1.92,3.726,0
92.833,2.446,3.2,0
92.875,2.513,3.133,0
92.917,2.521,3.125,0
92.958,2.477,3.169,0
93.000,1.945,3.701,0
93.042,1.891,3.755,0
93.083,1.445,4.201,0
93.125,1.92,3.726,0
93.167,1.588,4.058,0
93.208,1.672,3.974,0
93.250,2.133,3.513,0
93.292,2.166,3.48,0
93.333,2.193,3.453,0
93.375,1.43,4.216,0
93.417,0.886,4.76,0
93.458,0.78,4.866,0
93.500,0.24,5.406,0
93.542,0,5.646,0
93.583,0.152,5.494,0
93.625,0.701,4.945,0
93.667,0.863,4.783,0
93.708,1.873,3.773,0
93.750,2.058,3.588,0
93.792,1.978,3.652,0
93.833,2.099,3.547,0
93.875,2.548,3.098,0
93.917,2.546,3.1,0
93.958,2.08,3.566,0
94.000,1.702,3.96,0
94.042,1.736,3.91,0
94.083,1.769,3.877,0
94.125,2.02,3.626,0
94.167,2.049,3.581,0
94.208,2.086,3.56,0
94.250,2.14,3.506,0
94.292,2.856,2.79,0
94.333,2.91,2.736,0
94.375,2.303,3.343,0
94.417,1.87,3.776,0
94.458,1.093,4.553,0
94.500,0.052,5.594,0
94.542,0.369,5.277,0
94.583,1.004,4.642,0
94.625,0.955,4.691,0
94.667,1.52,4.126,0
94.708,1.884,3.762,0
94.750,2.013,3.633,0
94.792,2.651,2.995,0
94.833,2.208,3.438,0
94.875,2.026,3.62,0
94.917,1.753,3.893,0
94.958,1.174,4.472,0
95.000,1.531,4.115,0
95.042,1.056,4.59,0
95.083,0.793,4.853,0
95.125,0,5.646,0
95.167,0,5.646,0
95.208,0,5.646,0
95.250,0.755,4.891,0
95.292,1.562,4.084,0
95.333,2.021,3.625,0
95.375,0,5.646,0
95.417,0,5.646,0
95.458,0,5.646,0
95.500,0,5.646,0
95.542,0,5.646,0
95.583,0,5.646,0
95.625,0,5.646,0
95.667,0.922,4.724,0
95.708,1.086,4.56,0
95.750,1.054,4.592,0
95.792,0.655,4.991,0
95.833,1.115,4.531,0
95.875,0.851,4.795,0
95.917,1.135,4.495,0
95.958,0.79,4.856,0
96.000,0,5.646,0
96.042,0,5.662,0
96.083,0,5.646,0
96.125,0,5.646,0
96.167,0.104,5.526,0
96.208,0.899,4.747,0
96.250,1.677,3.969,0
96.292,1.779,3.867,0
96.333,1.797,3.849,0
96.375,0.828,4.818,0
96.417,0.125,5.537,0
96.458,0,5.63,0
96.500,0,5.646,0
96.542,0.138,5.508,0
96.583,0.447,5.199,0
96.625,1.267,4.379,0
96.667,1.861,3.785,0
96.708,1.752,3.894,0
96.750,1.723,3.923,0
96.792,1.763,3.883,0
96.833,2.157,3.489,0
96.875,2.04,3.606,0
96.917,1.977,3.669,0
96.958,1.522,4.124,0
97.000,1.517,4.129,0
97.042,1.49,4.156,0
97.083,1.434,4.212,0
97.125,1.889,3.757,0
97.167,1.465,4.181,0
97.208,1.112,4.534,0
97.250,0.971,4.675,0
97.292,1.105,4.541,0
97.333,0.851,4.795,0
97.375,0.716,4.93,0
97.417,0,5.646,0
97.458,0,5.646,0
97.500,0,5.646,0
97.542,0,5.646,0
97.583,0.297,5.349,0
97.625,0.36,5.286,0
97.667,0.452,5.194,0
97.708,0.944,4.702,0
97.750,1.192,4.438,0
97.792,1.022,4.64,0
97.833,0.768,4.878,0
97.875,0.384,5.262,0
97.917,0.07,5.576,0
97.958,0,5.646,0
98.000,0,5.646,0
98.042,0.085,5.545,0
98.083,0,5.646,0
98.125,0,5.646,0
98.167,0,5.646,0
98.208,0,5.662,0
98.250,0.09,5.54,0
98.292,0.087,5.559,0
98.333,0,5.646,0
98.375,0,5.646,0
98.417,0,5.646,0
98.458,0,5.646,0
98.500,0,5.646,0
98.542,0,5.646,0
98.583,0,5.646,0
98.625,0,5.646,0
98.667,0,5.646,0
98.708,0,5.646,0
98.750,0,5.646,0
98.792,0,5.646,0
98.833,0,5.646,0
98.875,0.678,4.968,0
98.917,0.262,5.384,0
98.958,1.291,4.355,0
99.000,0.498,5.148,0
99.042,1.192,4.454,0
99.083,0.928,4.718,0
99.125,0.412,5.234,0
99.167,0.811,4.835,0
99.208,1.033,4.613,0
99.250,1.313,4.333,0
99.292,1.379,4.267,0
99.333,0.99,4.656,0
99.375,0,5.646,0
99.417,0,5.646,0
99.458,0,5.646,0
99.500,0,5.646,0
99.542,0,5.646,0
99.583,0,5.646,0
99.625,0,5.646,0
99.667,0,5.648,0
99.708,0.796,4.85,0
99.750,0.681,4.965,0
99.792,0.635,5.011,0
99.833,0.715,4.931,0
99.875,0.853,4.777,0
99.917,0.727,4.919,0
99.958,0.62,5.026,0
100.000,0.753,4.893,0
100.042,0.754,4.892,0
100.083,1.379,4.283,0
100.125,1.845,3.801,0
100.167,1.925,3.721,0
100.208,1.592,4.038,0
100.250,1.626,4.036,0
100.292,1.029,4.617,0
100.333,1.04,4.59,0
100.375,0.669,4.977,0
100.417,0.109,5.537,0
100.458,0.679,4.967,0
100.500,0.583,5.063,0
100.542,0.177,5.469,0
100.583,0.015,5.631,0
100.625,0.164,5.482,0
100.667,0.4,5.246,0
100.708,0.212,5.434,0
100.750,0.132,5.514,0
100.792,0.165,5.481,0
100.833,0.229,5.417,0
100.875,0.353,5.293,0
100.917,0.309,5.337,0
100.958,0.349,5.297,0
101.000,0.487,5.159,0
101.042,0.125,5.521,0
101.083,0.175,5.471,0
101.125,0.22,5.426,0
101.167,0.267,5.379,0
101.208,0.293,5.353,0
101.250,0,5.646,0
101.292,0,5.646,0
101.333,0,5.646,0
101.375,0,5.646,0
101.417,0,5.646,0
101.458,0,5.646,0
101.500,0,5.646,0
101.542,0,5.646,0
101.583,0,5.63,0
101.625,0,5.646,0
101.667,0,5.662,0
101.708,0,5.646,0
101.750,0,5.646,0
101.792,0,5.646,0
101.833,0.565,5.081,0
101.875,0.649,4.997,0
101.917,0.752,4.878,0
101.958,0.878,4.768,0
102.000,1.016,4.646,0
102.042,0.885,4.761,0
102.083,0.97,4.676,0
102.125,1.05,4.596,0
102.167,0.796,4.834,0
102.208,0.86,4.802,0
102.250,0.645,4.985,0
102.292,0.633,5.013,0
102.333,0.815,4.831,0
102.375,0.742,4.904,0
102.417,0.685,4.961,0
102.458,0.287,5.359,0
102.500,0,5.646,0
102.542,0,5.646,0
102.583,0.272,5.374,0
102.625,0.24,5.406,0
102.667,0.229,5.417,0
102.708,0.253,5.393,0
102.750,0.667,4.979,0
102.792,0.734,4.912,0
102.833,0.778,4.868,0
102.875,0.516,5.13,0
102.917,0.509,5.137,0
102.958,0.405,5.241,0
103.000,0.385,5.261,0
103.042,0.386,5.26,0
103.083,0.393,5.253,0
103.125,0,5.646,0
103.167,0,5.646,0
103.208,0.011,5.635,0
103.250,0,5.646,0
103.292,0.313,5.333,0
103.333,0.22,5.426,0
103.375,0.605,5.041,0
103.417,0.276,5.37,0
103.458,0,5.646,0
103.500,0,5.646,0
103.542,0,5.646,0
103.583,0,5.646,0
103.625,0,5.646,0
103.667,0,5.646,0
103.708,0,5.646,0
103.750,0.062,5.568,0
103.792,0.039,5.607,0
103.833,0.116,5.546,0
103.875,0.206,5.44,0
103.917,0.198,5.448,0
103.958,0,5.646,0
104.000,0,5.646,0
104.042,0,5.63,0
104.083,0,5.646,0
104.125,0,5.642,0
104.167,0,5.642,0
104.208,0,5.642,0
104.250,0,5.642,0
104.292,0,5.644,0
104.333,0.654,4.986,0
104.375,0.591,5.065,0
104.417,0,5.628,0
104.458,0,5.646,0
104.500,0,5.646,0
104.542,0,5.646,0
104.583,0,5.646,0
104.625,0,5.646,0
104.667,0.476,5.17,0
104.708,0.383,5.263,0
104.750,0.359,5.287,0
104.792,0,5.646,0
104.833,0.019,5.627,0
104.875,0.117,5.529,0
104.917,0.368,5.278,0
104.958,0.271,5.375,0
105.000,0.34,5.306,0
105.042,0,5.646,0
105.083,0,5.646,0
105.125,0,5.646,0
105.167,0,5.646,0
105.208,0,5.646,0
105.250,0,5.646,0
105.292,0,5.646,0
105.333,0,5.646,0
105.375,0,5.646,0
105.417,0,5.644,0
105.458,0,5.646,0
105.500,0,5.646,0
105.542,0,5.646,0
105.583,0,5.646,0
105.625,0,5.646,0
105.667,0,5.646,0
105.708,0,5.646,0
105.750,0,5.63,0
105.792,0,5.646,0
105.833,0,5.66,0
105.875,0,5.646,0
105.917,0,5.646,0
105.958,0,5.646,0
106.000,0,5.644,0
106.042,0,5.63,0
106.083,0,5.646,0
106.125,0.217,5.429,0
106.167,0.601,5.045,0
106.208,0.385,5.273,0
106.250,0.409,5.217,0
106.292,0.46,5.182,0
106.333,0.258,5.384,0
106.375,0,5.642,0
106.417,0,5.642,0
106.458,0,5.646,0
106.500,0,5.646,0
106.542,0,5.646,0
106.583,0,5.646,0
106.625,0,5.646,0
106.667,0,5.646,0
106.708,0,5.646,0
106.750,0,5.646,0
106.792,0,5.646,0
106.833,0,5.646,0
106.875,0,5.646,0
106.917,0,5.646,0
106.958,0,5.646,0
107.000,0,5.646,0
107.042,0,5.646,0
107.083,0,5.646,0
107.125,0,5.646,0
107.167,0,5.646,0
107.208,0,5.646,0
107.250,0,5.646,0
107.292,0,5.646,0
107.333,0,5.646,0
107.375,0,5.646,0
107.417,0,5.646,0
107.458,0,5.646,0
107.500,0,5.646,0
107.542,0,5.646,0
107.583,0,5.646,0
107.625,0,5.646,0
107.667,0,5.646,0
107.708,0,5.646,0
107.750,0,5.646,0
107.792,0,5.646,0
107.833,0,5.646,0
107.875,0,5.646,0
107.917,0,5.646,0
107.958,0,5.646,0
108.000,0,5.63,0
108.042,0,5.646,0
108.083,0,5.646,0
108.125,0,5.646,0
108.167,0,5.662,0
108.208,0,5.646,0
108.250,0,5.646,0
108.292,0,5.63,0
108.333,0,5.646,0
108.375,0,5.646,0
108.417,0,5.646,0
108.458,0,5.646,0
108.500,0,5.646,0
108.542,0,5.646,0
108.583,0,5.646,0
108.625,0,5.646,0
108.667,0,5.646,0
108.708,0,5.646,0
108.750,0,5.646,0
108.792,0,5.646,0
108.833,0,5.646,0
108.875,0,5.646,0
108.917,0,5.646,0
108.958,0,5.646,0
109.000,0,5.646,0
109.042,0,5.646,0
109.083,0,5.646,0
109.125,0,5.646,0
109.167,0,5.646,0
109.208,0,5.646,0
109.250,0,5.646,0
109.292,0,5.646,0
109.333,0,5.646,0
109.375,0,5.646,0
109.417,0,5.646,0
109.458,0,5.646,0
109.500,0,5.646,0
109.542,0,5.646,0
109.583,0,5.646,0
109.625,0,5.646,0
109.667,0,5.646,0
109.708,0,5.646,0
109.750,0,5.646,0
109.792,0,5.63,0
109.833,0,5.646,0
109.875,0,5.662,0
109.917,0,5.646,0
109.958,0,5.646,0
110.000,0,5.646,0
110.042,0,5.63,0
110.083,0,5.646,0
110.125,0,5.646,0
110.167,0,5.646,0
110.208,0,5.662,0
110.250,0,5.646,0
110.292,0,5.63,0
110.333,0,5.646,0
110.375,0,5.646,0
110.417,0,5.646,0
110.458,0,5.638,0
110.500,0,5.656,0
110.542,0,5.646,0
110.583,0,5.646,0
110.625,0,5.646,0
110.667,0,5.646,0
110.708,0,5.646,0
110.750,0,5.646,0
110.792,0,5.646,0
110.833,0,5.646,0
110.875,0,5.646,0
110.917,0,5.646,0
110.958,0,5.646,0
111.000,0,5.646,0
111.042,0,5.646,0
111.083,0,5.646,0
111.125,0,5.646,0
111.167,0,5.646,0
111.208,0,5.646,0
111.250,0,5.646,0
111.292,0,5.646,0
111.333,0,5.646,0
111.375,0,5.646,0
111.417,0,5.646,0
111.458,0,5.624,0
111.500,0,5.642,0
111.542,0,5.656,0
111.583,0,5.642,0
111.625,0,5.626,0
111.667,0,5.642,0
111.708,0,5.642,0
111.750,0,5.656,0
111.792,0,5.626,0
111.833,0,5.642,0
111.875,0,5.642,0
111.917,0,5.642,0
111.958,0,5.642,0
112.000,0,5.642,0
112.042,0,5.642,0
112.083,0,5.642,0
112.125,0,5.642,0
112.167,0,5.642,0
112.208,0,5.642,0
112.250,0,5.64,0
112.292,0,5.64,0
112.333,0,5.642,0
112.375,0,5.64,0
112.417,0,5.64,0
112.458,0,5.64,0
112.500,0,5.64,0
112.542,0,5.64,0
112.583,0,5.64,0
112.625,0,5.64,0
112.667,0,5.64,0
112.708,0,5.64,0
112.750,0,5.642,0
112.792,0,5.64,0
112.833,0,5.64,0
112.875,0,5.642,0
112.917,0,5.642,0
112.958,0,5.642,0
113.000,0,5.642,0
113.042,0,5.642,0
113.083,0,5.642,0
113.125,0,5.626,0
113.167,0,5.656,0
113.208,0,5.642,0
113.250,0,5.626,0
113.292,0,5.656,0
113.333,0,5.642,0
113.375,0,5.642,0
113.417,0,5.626,0
113.458,0,5.656,0
113.500,0,5.642,0
113.542,0,5.626,0
113.583,0,5.642,0
113.625,0,5.656,0
113.667,0,5.626,0
113.708,0,5.642,0
113.750,0,5.638,0
113.792,0,5.652,0
113.833,0,5.62,0
113.875,0,5.636,0
113.917,0,5.636,0
113.958,0,5.636,0
114.000,0,5.636,0
114.042,0,5.636,0
114.083,0,5.636,0
114.125,0,5.636,0
114.167,0,5.636,0
114.208,0,5.636,0
114.250,0,5.636,0
114.292,0,5.636,0
114.333,0,5.636,0
114.375,0,5.636,0
114.417,0,5.636,0
114.458,0,5.636,0
114.500,0,5.636,0
114.542,0,5.636,0
114.583,0,5.636,0
114.625,0,5.636,0
114.667,0,5.638,0
114.708,0,5.64,0
114.750,0,5.636,0
114.792,0,5.636,0
114.833,0,5.636,0
114.875,0,5.636,0
114.917,0,5.636,0
114.958,0,5.638,0
115.000,0,5.638,0
115.042,0,5.638,0
115.083,0,5.636,0
115.125,0,5.636,0
115.167,0,5.636,0
115.208,0,5.636,0
115.250,0,5.636,0
115.292,0,5.638,0
115.333,0,5.62,0
115.375,0,5.652,0
115.417,0,5.636,0
115.458,0,5.622,0
115.500,0,5.64,0
115.542,0,5.654,0
115.583,0,5.64,0
115.625,0,5.626,0
115.667,0,5.642,0
115.708,0,5.656,0
115.750,0,5.626,0
115.792,0,5.642,0
115.833,0,5.656,0
115.875,0,5.626,0
115.917,0,5.64,0
115.958,0,5.64,0
116.000,0,5.638,0
116.042,0,5.638,0
116.083,0,5.636,0
116.125,0,5.636,0
116.167,0,5.636,0
116.208,0,5.636,0
116.250,0,5.636,0
116.292,0,5.636,0
116.333,0,5.636,0
116.375,0,5.636,0
116.417,0,5.636,0
116.458,0,5.636,0
116.500,0,5.636,0
116.542,0,5.636,0
116.583,0,5.638,0
116.625,0,5.64,0
116.667,0,5.64,0
116.708,0,5.64,0
116.750,0,5.64,0
116.792,0,5.64,0
116.833,0,5.64,0
116.875,0,5.638,0
116.917,0,5.636,0
116.958,0,5.638,0
117.000,0,5.64,0
117.042,0,5.64,0
117.083,0,5.64,0
117.125,0,5.638,0
117.167,0,5.636,0
117.208,0,5.636,0
117.250,0,5.636,0
117.292,0,5.636,0
117.333,0,5.636,0
117.375,0,5.636,0
117.417,0,5.622,0
117.458,0,5.638,0
117.500,0,5.654,0
117.542,0,5.624,0
117.583,0,5.64,0
117.625,0,5.656,0
117.667,0,5.638,0
117.708,0,5.624,0
117.750,0,5.638,0
117.792,0,5.656,0
117.833,0,5.624,0
117.875,0,5.64,0
117.917,0,5.64,0
117.958,0,5.64,0
118.000,0,5.638,0
118.042,0,5.64,0
118.083,0,5.642,0
118.125,0,5.642,0
118.167,0,5.642,0
118.208,0,5.636,0
118.250,0,5.636,0
118.292,0,5.632,0
118.333,0,5.614,0
118.375,0,5.614,0
118.417,0,5.614,0
118.458,0,5.614,0
118.500,0,5.614,0
118.542,0,5.616,0
118.583,0,5.612,0
118.625,0,5.612,0
118.667,0,5.614,0
118.708,0,5.614,0
118.750,0,5.614,0
118.792,0,5.614,0
118.833,0,5.614,0
118.875,0,5.614,0
118.917,0,5.614,0
118.958,0,5.614,0
119.000,0,5.614,0
119.042,0,5.614,0
119.083,0,5.614,0
119.125,0,5.6,0
119.167,0,5.63,0
119.208,0,5.614,0
119.250,0,5.614,0
119.292,0,5.6,0
119.333,0,5.63,0
119.375,0,5.614,0
119.417,0,5.6,0
119.458,0,5.63,0
119.500,0,5.614,0
119.542,0,5.614,0
119.583,0,5.6,0
119.625,0,5.614,0
119.667,0,5.614,0
119.708,0,5.63,0
119.750,0,5.6,0
119.792,0,5.614,0
119.833,0,5.614,0
119.875,0,5.63,0
119.917,0,5.6,0
119.958,0,5.614,0
120.000,0,5.614,0
120.042,0,5.614,0
120.083,0,5.614,0
120.125,0,5.614,0
120.167,0,5.614,0
120.208,0,5.614,0
120.250,0,5.614,0
120.292,0,5.614,0
120.333,0,5.614,0
120.375,0,5.614,0
120.417,0,5.614,0
120.458,0,5.616,0
120.500,0,5.616,0
120.542,0,5.614,0
120.583,0,5.616,0
120.625,0,5.616,0
120.667,0,5.616,0
120.708,0,5.614,0
120.750,0,5.614,0
120.792,0,5.616,0
120.833,0,5.616,0
120.875,0,5.616,0
120.917,0,5.618,0
120.958,0,5.618,0
121.000,0,5.616,0
121.042,0,5.616,0
121.083,0,5.616,0
121.125,0,5.616,0
121.167,0,5.616,0
121.208,0,5.616,0
121.250,0,5.614,0
121.292,0,5.614,0
121.333,0,5.6,0
121.375,0,5.614,0
121.417,0,5.63,0
121.458,0,5.616,0
121.500,0,5.614,0
121.542,0,5.614,0
121.583,0,5.616,0
121.625,0,5.616,0
121.667,0,5.616,0
121.708,0,5.6,0
121.750,0,5.616,0
121.792,0,5.616,0
121.833,0,5.616,0
121.875,0,5.634,0
121.917,0,5.62,0
121.958,0,5.62,0
122.000,0,5.604,0
122.042,0,5.62,0
122.083,0,5.62,0
122.125,0,5.62,0
122.167,0,5.62,0
122.208,0,5.62,0
122.250,0,5.618,0
122.292,0,5.616,0
122.333,0,5.618,0
122.375,0,5.616,0
122.417,0,5.614,0
122.458,0,5.616,0
122.500,0,5.616,0
122.542,0,5.618,0
122.583,0,5.618,0
122.625,0,5.62,0
122.667,0,5.62,0
122.708,0,5.62,0
122.750,0,5.62,0
122.792,0,5.618,0
122.833,0,5.62,0
122.875,0,5.618,0
122.917,0,5.62,0
122.958,0,5.618,0
123.000,0,5.62,0
123.042,0,5.62,0
123.083,0,5.618,0
123.125,0,5.62,0
123.167,0,5.62,0
123.208,0,5.618,0
123.250,0,5.616,0
123.292,0,5.618,0
123.333,0,5.616,0
123.375,0,5.616,0
123.417,0,5.616,0
123.458,0,5.616,0
123.500,0,5.602,0
123.542,0,5.636,0
123.583,0,5.62,0
123.625,0,5.62,0
123.667,0,5.62,0
123.708,0,5.62,0
123.750,0,5.62,0
123.792,0,5.602,0
123.833,0,5.62,0
123.875,0,5.618,0
123.917,0,5.618,0
123.958,0,5.62,0
124.000,0,5.62,0
124.042,0,5.636,0
124.083,0,5.62,0
124.125,0,5.62,0
124.167,0,5.604,0
124.208,0,5.62,0
124.250,0,5.616,0
124.292,0,5.618,0
124.333,0,5.62,0
124.375,0,5.618,0
124.417,0,5.616,0
124.458,0,5.614,0
124.500,0,5.616,0
124.542,0,5.616,0
124.583,0,5.618,0
124.625,0,5.62,0
124.667,0,5.618,0
124.708,0,5.616,0
124.750,0,5.616,0
124.792,0,5.614,0
124.833,0,5.616,0
124.875,0,5.616,0
124.917,0,5.616,0
124.958,0,5.618,0
125.000,0,5.618,0
125.042,0,5.618,0
125.083,0,5.618,0
125.125,0,5.62,0
125.167,0,5.618,0
125.208,0,5.616,0
125.250,0,5.616,0
125.292,0,5.616,0
125.333,0,5.618,0
125.375,0,5.618,0
125.417,0,5.618,0
125.458,0,5.616,0
125.500,0,5.616,0
125.542,0,5.614,0
125.583,0,5.616,0
125.625,0,5.614,0
125.667,0,5.614,0
125.708,0,5.614,0
125.750,0,5.614,0
125.792,0,5.614,0
125.833,0,5.6,0
125.875,0,5.616,0
125.917,0,5.616,0
125.958,0,5.616,0
126.000,0,5.63,0
126.042,0,5.614,0
126.083,0,5.614,0
126.125,0,5.616,0
126.167,0,5.616,0
126.208,0,5.6,0
126.250,0,5.614,0
126.292,0,5.614,0
126.333,0,5.614,0
126.375,0,5.614,0
126.417,0,5.614,0
126.458,0,5.614,0
126.500,0,5.614,0
126.542,0,5.614,0
126.583,0,5.614,0
126.625,0,5.614,0
126.667,0,5.614,0
126.708,0,5.614,0
126.750,0,5.616,0
126.792,0,5.616,0
126.833,0,5.616,0
126.875,0,5.616,0
126.917,0,5.616,0
126.958,0,5.618,0
127.000,0,5.616,0
127.042,0,5.616,0
127.083,0,5.616,0
127.125,0,5.616,0
127.167,0,5.616,0
127.208,0,5.616,0
127.250,0,5.614,0
127.292,0,5.614,0
127.333,0,5.614,0
127.375,0,5.614,0
127.417,0,5.614,0
127.458,0,5.614,0
127.500,0,5.616,0
127.542,0,5.614,0
127.583,0,5.614,0
127.625,0,5.616,0
127.667,0,5.616,0
127.708,0,5.6,0
127.750,0,5.616,0
127.792,0,5.63,0
127.833,0,5.614,0
127.875,0,5.614,0
127.917,0,5.614,0
127.958,0,5.616,0
128.000,0,5.6,0
128.042,0,5.616,0
128.083,0,5.616,0
128.125,0,5.63,0
128.167,0,5.616,0
128.208,0,5.616,0
128.250,0,5.6,0
128.292,0,5.614,0
128.333,0,5.614,0
128.375,0,5.614,0
128.417,0,5.614,0
128.458,0,5.614,0
128.500,0,5.614,0
128.542,0,5.614,0
128.583,0,5.616,0
128.625,0,5.614,0
128.667,0,5.616,0
128.708,0,5.616,0
128.750,0,5.614,0
128.792,0,5.614,0
128.833,0,5.614,0
128.875,0,5.614,0
128.917,0,5.614,0
128.958,0,5.614,0
129.000,0,5.614,0
129.042,0,5.614,0
129.083,0,5.614,0
129.125,0,5.614,0
129.167,0,5.614,0
129.208,0,5.614,0
129.250,0,5.614,0
129.292,0,5.614,0
129.333,0,5.614,0
129.375,0,5.614,0
129.417,0,5.614,0
129.458,0,5.614,0
129.500,0,5.614,0
129.542,0,5.614,0
129.583,0,5.614,0
129.625,0,5.6,0
129.667,0,5.63,0
129.708,0,5.614,0
129.750,0,5.614,0
129.792,0,5.614,0
129.833,0,5.614,0
129.875,0,5.614,0
129.917,0,5.616,0
129.958,0,5.614,0
130.000,0,5.614,0
130.042,0,5.616,0
130.083,0,5.6,0
130.125,0,5.616,0
130.167,0,5.616,0
130.208,0,5.616,0
130.250,0,5.614,0
130.292,0,5.63,0
130.333,0,5.614,0
130.375,0,5.614,0
130.417,0,5.614,0
130.458,0,5.614,0
130.500,0,5.6,0
130.542,0,5.614,0
130.583,0,5.614,0
130.625,0,5.614,0
130.667,0,5.616,0
130.708,0,5.616,0
130.750,0,5.616,0
130.792,0,5.614,0
130.833,0,5.614,0
130.875,0,5.616,0
130.917,0,5.616,0
130.958,0,5.616,0
131.000,0,5.618,0
131.042,0,5.618,0
131.083,0,5.618,0
131.125,0,5.618,0
131.167,0,5.616,0
131.208,0,5.616,0
131.250,0,5.614,0
131.292,0,5.614,0
131.333,0,5.616,0
131.375,0,5.614,0
131.417,0,5.614,0
131.458,0,5.614,0
131.500,0,5.616,0
131.542,0,5.616,0
131.583,0,5.62,0
131.625,0,5.62,0
131.667,0,5.62,0
131.708,0,5.62,0
131.750,0,5.62,0
131.792,0,5.62,0
131.833,0,5.618,0
131.875,0,5.616,0
131.917,0,5.602,0
131.958,0,5.618,0
132.000,0,5.62,0
132.042,0,5.618,0
132.083,0,5.634,0
132.125,0,5.62,0
132.167,0,5.62,0
132.208,0,5.62,0
132.250,0,5.6,0
132.292,0,5.618,0
132.333,0,5.612,0
132.375,0,5.63,0
132.417,0,5.632,0
132.458,0,5.636,0
132.500,0,5.636,0
132.542,0,5.636,0
132.583,0,5.636,0
132.625,0,5.636,0
132.667,0,5.636,0
132.708,0,5.636,0
132.750,0,5.636,0
132.792,0,5.636,0
132.833,0,5.634,0
132.875,0,5.634,0
132.917,0,5.634,0
132.958,0,5.634,0
133.000,0,5.636,0
133.042,0,5.634,0
133.083,0,5.636,0
133.125,0,5.636,0
133.167,0,5.636,0
133.208,0,5.636,0
133.250,0,5.634,0
133.292,0,5.634,0
133.333,0,5.634,0
133.375,0,5.632,0
133.417,0,5.632,0
133.458,0,5.634,0
133.500,0,5.636,0
133.542,0,5.634,0
133.583,0,5.634,0
133.625,0,5.636,0
133.667,0,5.636,0
133.708,0,5.636,0
133.750,0,5.636,0
133.792,0,5.636,0
133.833,0,5.634,0
133.875,0,5.616,0
133.917,0,5.632,0
133.958,0,5.648,0
134.000,0,5.632,0
134.042,0,5.634,0
134.083,0,5.634,0
134.125,0,5.632,0
134.167,0,5.634,0
134.208,0,5.634,0
134.250,0,5.632,0
134.292,0,5.616,0
134.333,0,5.632,0
134.375,0,5.632,0
134.417,0,5.63,0
134.458,0,5.63,0
134.500,0,5.63,0
134.542,0,5.63,0
134.583,0,5.646,0
134.625,0,5.618,0
134.667,0,5.636,0
134.708,0,5.636,0
134.750,0,5.636,0
134.792,0,5.636,0
134.833,0,5.636,0
134.875,0,5.634,0
134.917,0,5.632,0
134.958,0,5.632,0
135.000,0,5.63,0
135.042,0,5.632,0
135.083,0,5.632,0
135.125,0,5.632,0
135.167,0,5.632,0
135.208,0,5.632,0
135.250,0,5.632,0
135.292,0,5.632,0
135.333,0,5.632,0
135.375,0,5.63,0
135.417,0,5.63,0
135.458,0,5.632,0
135.500,0,5.63,0
135.542,0,5.632,0
135.583,0,5.63,0
135.625,0,5.63,0
135.667,0,5.634,0
135.708,0,5.632,0
135.750,0,5.634,0
135.792,0,5.634,0
135.833,0,5.636,0
135.875,0,5.636,0
135.917,0,5.636,0
135.958,0,5.636,0
136.000,0,5.636,0
136.042,0,5.636,0
136.083,0,5.636,0
136.125,0,5.636,0
136.167,0,5.62,0
136.208,0,5.636,0
136.250,0,5.634,0
136.292,0,5.634,0
136.333,0,5.65,0
136.375,0,5.632,0
136.417,0,5.63,0
136.458,0,5.63,0
136.500,0,5.616,0
136.542,0,5.632,0
136.583,0,5.634,0
136.625,0,5.636,0
136.667,0,5.636,0
136.708,0,5.636,0
136.750,0,5.634,0
136.792,0,5.632,0
136.833,0,5.63,0
136.875,0,5.63,0
136.917,0,5.632,0
136.958,0,5.63,0
137.000,0,5.632,0
137.042,0,5.634,0
137.083,0,5.634,0
137.125,0,5.636,0
137.167,0,5.636,0
137.208,0,5.634,0
137.250,0,5.634,0
137.292,0,5.634,0
137.333,0,5.63,0
137.375,0,5.63,0
137.417,0,5.63,0
137.458,0,5.63,0
137.500,0,5.634,0
137.542,0,5.636,0
137.583,0,5.636,0
137.625,0,5.636,0
137.667,0,5.636,0
137.708,0,5.636,0
137.750,0,5.636,0
137.792,0,5.636,0
137.833,0,5.634,0
137.875,0,5.634,0
137.917,0,5.632,0
137.958,0,5.618,0
138.000,0,5.634,0
138.042,0,5.65,0
138.083,0,5.634,0
138.125,0,5.636,0
138.167,0,5.636,0
138.208,0,5.632,0
138.250,0,5.632,0
138.292,0,5.634,0
138.333,0,5.63,0
138.375,0,5.616,0
138.417,0,5.632,0
138.458,0,5.634,0
138.500,0,5.636,0
138.542,0,5.636,0
138.583,0,5.636,0
138.625,0,5.636,0
138.667,0,5.636,0
138.708,0,5.636,0
138.750,0,5.636,0
138.792,0,5.636,0
138.833,0,5.634,0
138.875,0,5.634,0
138.917,0,5.634,0
138.958,0,5.632,0
139.000,0,5.632,0
139.042,0,5.63,0
139.083,0,5.63,0
139.125,0,5.632,0
139.167,0,5.63,0
139.208,0,5.63,0
139.250,0,5.63,0
139.292,0,5.63,0
139.333,0,5.63,0
139.375,0,5.632,0
139.417,0,5.634,0
139.458,0,5.636,0
139.500,0,5.636,0
